#Selection names: degen18
#Areas (µm^2): 1312.5
Selection,X,Y,Class,Color
degen18,1518.7573104426288,3545.572339129643,Unclassified,#c2c2c2
degen18,1523.7072447866078,3544.1164760872966,Unclassified,#c2c2c2
degen18,1523.9984173950772,3544.1164760872966,Unclassified,#c2c2c2
degen18,1525.7454530458933,3544.1164760872966,Unclassified,#c2c2c2
degen18,1532.151250432219,3543.825303478827,Unclassified,#c2c2c2
degen18,1541.1776012947691,3546.1546843465817,Unclassified,#c2c2c2
degen18,1547.874571289564,3552.269309124438,Unclassified,#c2c2c2
degen18,1550.2039521573192,3560.7133147700497,Unclassified,#c2c2c2
degen18,1549.6216069403804,3570.030838241069,Unclassified,#c2c2c2
degen18,1544.9628452048707,3575.2719451935172,Unclassified,#c2c2c2
degen18,1537.3923573846673,3579.057189103619,Unclassified,#c2c2c2
degen18,1526.327798262832,3580.2218795374965,Unclassified,#c2c2c2
degen18,1513.225030881711,3577.6013260612717,Unclassified,#c2c2c2
degen18,1509.4397869716095,3572.9425643257623,Unclassified,#c2c2c2
degen18,1506.2368882784465,3567.7014573733136,Unclassified,#c2c2c2
degen18,1505.6545430615076,3559.2574517277026,Unclassified,#c2c2c2
degen18,1507.1104061038548,3553.1428269498465,Unclassified,#c2c2c2
degen18,1509.730959580079,3550.2311008651527,Unclassified,#c2c2c2
degen18,1518.7573104426288,3545.572339129643,Unclassified,#c2c2c2
