#Selection names: degen1
#Areas (µm^2): 27559.6
Selection,X,Y,Class,Color
degen1,5570.6579598372655,6049.407514702916,Unclassified,#c2c2c2
degen1,5554.908783483961,6035.158259907069,Unclassified,#c2c2c2
degen1,5540.659528688115,6017.909161996307,Unclassified,#c2c2c2
degen1,5533.909881679556,6000.660064085545,Unclassified,#c2c2c2
degen1,5531.659999343369,5985.66084851097,Unclassified,#c2c2c2
degen1,5531.659999343369,5972.161554493851,Unclassified,#c2c2c2
degen1,5530.160077785912,5961.662103591649,Unclassified,#c2c2c2
degen1,5524.910352334809,5951.912613468175,Unclassified,#c2c2c2
degen1,5515.160862211336,5942.913084123429,Unclassified,#c2c2c2
degen1,5506.911293645319,5937.663358672328,Unclassified,#c2c2c2
degen1,5501.6615681942185,5935.413476336142,Unclassified,#c2c2c2
degen1,5499.411685858032,5929.413790106311,Unclassified,#c2c2c2
degen1,5497.911764300574,5925.663986212668,Unclassified,#c2c2c2
degen1,5496.411842743116,5918.164378425379,Unclassified,#c2c2c2
degen1,5499.411685858032,5910.664770638092,Unclassified,#c2c2c2
degen1,5503.161489751676,5903.915123629533,Unclassified,#c2c2c2
degen1,5508.4112152027765,5900.915280514618,Unclassified,#c2c2c2
degen1,5520.410587662437,5900.165319735889,Unclassified,#c2c2c2
degen1,5538.409646351928,5901.665241293346,Unclassified,#c2c2c2
degen1,5551.158979590317,5906.914966744448,Unclassified,#c2c2c2
degen1,5563.158352049978,5913.664613753007,Unclassified,#c2c2c2
degen1,5574.407763730909,5921.914182319024,Unclassified,#c2c2c2
degen1,5581.157410739469,5925.663986212668,Unclassified,#c2c2c2
degen1,5591.656861641672,5933.163593999955,Unclassified,#c2c2c2
degen1,5606.656077216247,5939.913241008515,Unclassified,#c2c2c2
degen1,5624.655135905738,5940.663201787243,Unclassified,#c2c2c2
degen1,5638.904390701584,5942.163123344701,Unclassified,#c2c2c2
degen1,5652.403684718703,5950.4126919107175,Unclassified,#c2c2c2
degen1,5662.153174842176,5962.412064370377,Unclassified,#c2c2c2
degen1,5668.902821850735,5972.161554493851,Unclassified,#c2c2c2
degen1,5673.402586523108,5982.661005396054,Unclassified,#c2c2c2
degen1,5680.152233531667,5997.66022097063,Unclassified,#c2c2c2
degen1,5685.4019589827685,6008.909632651562,Unclassified,#c2c2c2
degen1,5695.901409884971,6022.40892666868,Unclassified,#c2c2c2
degen1,5707.900782344632,6031.408456013425,Unclassified,#c2c2c2
degen1,5720.650115583021,6038.908063800713,Unclassified,#c2c2c2
degen1,5728.899684149038,6042.657867694357,Unclassified,#c2c2c2
degen1,5744.648860502341,6044.157789251814,Unclassified,#c2c2c2
degen1,5754.3983506258155,6044.157789251814,Unclassified,#c2c2c2
degen1,5761.147997634375,6045.6577108092715,Unclassified,#c2c2c2
degen1,5770.147526979121,6052.40735781783,Unclassified,#c2c2c2
degen1,5776.89717398768,6059.906965605119,Unclassified,#c2c2c2
degen1,5779.897017102594,6067.406573392407,Unclassified,#c2c2c2
degen1,5782.896860217509,6080.905867409525,Unclassified,#c2c2c2
degen1,5782.896860217509,6091.405318311728,Unclassified,#c2c2c2
degen1,5779.147056323865,6101.154808435202,Unclassified,#c2c2c2
degen1,5771.647448536578,6109.404377001219,Unclassified,#c2c2c2
degen1,5764.897801528019,6117.653945567235,Unclassified,#c2c2c2
degen1,5752.14846828963,6122.153710239608,Unclassified,#c2c2c2
degen1,5734.899370378867,6120.65378868215,Unclassified,#c2c2c2
degen1,5716.150350910649,6113.154180894862,Unclassified,#c2c2c2
degen1,5695.901409884971,6103.404690771387,Unclassified,#c2c2c2
degen1,5677.152390416752,6095.9050829841,Unclassified,#c2c2c2
degen1,5651.653723939973,6085.405632081897,Unclassified,#c2c2c2
degen1,5638.904390701584,6077.15606351588,Unclassified,#c2c2c2
degen1,5624.655135905738,6071.156377286051,Unclassified,#c2c2c2
degen1,5610.40588110989,6064.406730277492,Unclassified,#c2c2c2
degen1,5599.156469428959,6059.906965605119,Unclassified,#c2c2c2
degen1,5591.656861641672,6056.907122490204,Unclassified,#c2c2c2
degen1,5588.6570185267565,6056.907122490204,Unclassified,#c2c2c2
degen1,5587.907057748027,6056.907122490204,Unclassified,#c2c2c2
degen1,5587.907057748027,6056.907122490204,Unclassified,#c2c2c2
degen1,5570.6579598372655,6049.407514702916,Unclassified,#c2c2c2
