#Selection names: degen23
#Areas (µm^2): 1094.4
Selection,X,Y,Class,Color
degen23,793.9566991762478,2423.00523552872,Unclassified,#c2c2c2
degen23,799.9637032210534,2420.1784100958703,Unclassified,#c2c2c2
degen23,807.0307668031775,2420.8851164540824,Unclassified,#c2c2c2
degen23,811.271004952452,2424.4186482451446,Unclassified,#c2c2c2
degen23,809.5042390569209,2429.3655927526315,Unclassified,#c2c2c2
degen23,805.6173540867527,2436.0793031556495,Unclassified,#c2c2c2
degen23,798.9036436837347,2441.379600842243,Unclassified,#c2c2c2
degen23,796.076818250885,2445.9731921706234,Unclassified,#c2c2c2
degen23,799.9637032210534,2449.860077140792,Unclassified,#c2c2c2
degen23,799.2569968628409,2462.227438409509,Unclassified,#c2c2c2
degen23,793.9566991762478,2466.4676765587833,Unclassified,#c2c2c2
degen23,782.649397444849,2469.647855170739,Unclassified,#c2c2c2
degen23,773.1088616089813,2464.347557484146,Unclassified,#c2c2c2
degen23,770.2820361761317,2457.633847081128,Unclassified,#c2c2c2
degen23,770.6353893552379,2449.5067239616856,Unclassified,#c2c2c2
degen23,773.1088616089813,2444.913132633305,Unclassified,#c2c2c2
degen23,778.0558061164684,2439.6128349467112,Unclassified,#c2c2c2
degen23,781.5893379075303,2437.8460690511806,Unclassified,#c2c2c2
degen23,786.8896355941235,2435.372596797437,Unclassified,#c2c2c2
degen23,788.3030483105483,2431.485711827269,Unclassified,#c2c2c2
degen23,789.363107847867,2426.8921204988883,Unclassified,#c2c2c2
degen23,793.9566991762478,2423.00523552872,Unclassified,#c2c2c2
