#Selection names: degen7
#Areas (µm^2): 5494.1
Selection,X,Y,Class,Color
degen7,8054.020825318405,6336.065439293138,Unclassified,#c2c2c2
degen7,8065.085384440239,6330.8243323406905,Unclassified,#c2c2c2
degen7,8065.085384440239,6330.8243323406905,Unclassified,#c2c2c2
degen7,8071.782354435035,6328.7861240814045,Unclassified,#c2c2c2
degen7,8077.605806604422,6325.874397996711,Unclassified,#c2c2c2
degen7,8087.79684790085,6319.759773218855,Unclassified,#c2c2c2
degen7,8093.620300070237,6315.9745293087535,Unclassified,#c2c2c2
degen7,8101.1907878904385,6311.024594964774,Unclassified,#c2c2c2
degen7,8107.887757885234,6310.733422356305,Unclassified,#c2c2c2
degen7,8113.420037446153,6311.606940181713,Unclassified,#c2c2c2
degen7,8118.369971790132,6314.809838874876,Unclassified,#c2c2c2
degen7,8121.572870483294,6321.506808869671,Unclassified,#c2c2c2
degen7,8120.699352657887,6327.039088430588,Unclassified,#c2c2c2
degen7,8118.078799181662,6334.318403642323,Unclassified,#c2c2c2
degen7,8115.167073096968,6342.180064070995,Unclassified,#c2c2c2
degen7,8113.420037446153,6348.294688848851,Unclassified,#c2c2c2
degen7,8112.546519620745,6354.991658843647,Unclassified,#c2c2c2
degen7,8112.546519620745,6360.232765796095,Unclassified,#c2c2c2
degen7,8111.964174403806,6365.473872748543,Unclassified,#c2c2c2
degen7,8110.799483969929,6370.132634484053,Unclassified,#c2c2c2
degen7,8109.052448319112,6374.500223611094,Unclassified,#c2c2c2
degen7,8105.55837701748,6382.070711431296,Unclassified,#c2c2c2
degen7,8102.646650932786,6391.388234902315,Unclassified,#c2c2c2
degen7,8102.064305715847,6403.32631184956,Unclassified,#c2c2c2
degen7,8098.279061805746,6410.896799669762,Unclassified,#c2c2c2
degen7,8091.290919202482,6410.896799669762,Unclassified,#c2c2c2
degen7,8085.758639641564,6408.276246193538,Unclassified,#c2c2c2
degen7,8080.517532689116,6406.238037934253,Unclassified,#c2c2c2
degen7,8075.858770953605,6402.743966632621,Unclassified,#c2c2c2
degen7,8070.617664001157,6399.8322405479275,Unclassified,#c2c2c2
degen7,8064.79421183177,6397.502859680172,Unclassified,#c2c2c2
degen7,8056.932551403097,6395.7558240293565,Unclassified,#c2c2c2
degen7,8049.653236191363,6394.299960987009,Unclassified,#c2c2c2
degen7,8041.209230545753,6392.844097944662,Unclassified,#c2c2c2
degen7,8036.259296201774,6387.311818383745,Unclassified,#c2c2c2
degen7,8035.385778376366,6379.450157955072,Unclassified,#c2c2c2
degen7,8036.841641418711,6368.385598833236,Unclassified,#c2c2c2
degen7,8038.297504461058,6361.397456229973,Unclassified,#c2c2c2
degen7,8042.37392097963,6352.371105367422,Unclassified,#c2c2c2
degen7,8047.9062005405485,6343.6359271133415,Unclassified,#c2c2c2
degen7,8054.020825318405,6336.065439293138,Unclassified,#c2c2c2
