#Selection names: degen8
#Areas (µm^2): 2268.4
Selection,X,Y,Class,Color
degen8,8035.543470914767,5398.119952272456,Unclassified,#c2c2c2
degen8,8050.3932739467045,5395.790571404702,Unclassified,#c2c2c2
degen8,8051.557964380582,5395.790571404702,Unclassified,#c2c2c2
degen8,8064.078386544765,5400.74050574868,Unclassified,#c2c2c2
degen8,8074.269427841191,5404.525749658783,Unclassified,#c2c2c2
degen8,8082.422260878334,5408.602166177354,Unclassified,#c2c2c2
degen8,8087.954540439251,5414.71679095521,Unclassified,#c2c2c2
degen8,8086.207504788436,5423.160796600821,Unclassified,#c2c2c2
degen8,8077.181153925885,5428.40190355327,Unclassified,#c2c2c2
degen8,8070.48418393109,5428.69307616174,Unclassified,#c2c2c2
degen8,8066.116594804051,5431.022457029494,Unclassified,#c2c2c2
degen8,8064.078386544765,5436.263563981943,Unclassified,#c2c2c2
degen8,8060.875487851601,5441.79584354286,Unclassified,#c2c2c2
degen8,8053.596172639868,5443.834051802145,Unclassified,#c2c2c2
degen8,8048.063893078949,5442.960533976737,Unclassified,#c2c2c2
degen8,8041.366923084154,5440.922325717452,Unclassified,#c2c2c2
degen8,8033.214090047013,5437.13708180735,Unclassified,#c2c2c2
degen8,8026.225947443749,5433.3518378972485,Unclassified,#c2c2c2
degen8,8019.528977448954,5426.363695293984,Unclassified,#c2c2c2
degen8,8016.908423972729,5419.666725299189,Unclassified,#c2c2c2
degen8,8020.111322665893,5409.766856611232,Unclassified,#c2c2c2
degen8,8025.934774835279,5403.943404441844,Unclassified,#c2c2c2
degen8,8035.543470914767,5398.119952272456,Unclassified,#c2c2c2
