#Selection names: degen9
#Areas (µm^2): 9957.4
Selection,X,Y,Class,Color
degen9,9818.86451555807,5267.051529878298,Unclassified,#c2c2c2
degen9,9835.278210452598,5259.357610396489,Unclassified,#c2c2c2
degen9,9835.278210452598,5259.357610396489,Unclassified,#c2c2c2
degen9,9844.510913830769,5257.305898534672,Unclassified,#c2c2c2
degen9,9859.385824828936,5250.124907018317,Unclassified,#c2c2c2
degen9,9871.696095999832,5244.482699398322,Unclassified,#c2c2c2
degen9,9889.135646825269,5237.8146358474205,Unclassified,#c2c2c2
degen9,9908.113981547067,5235.762923985604,Unclassified,#c2c2c2
degen9,9924.014748476142,5237.301707881966,Unclassified,#c2c2c2
degen9,9933.247451854315,5244.482699398322,Unclassified,#c2c2c2
degen9,9942.480155232486,5257.818826500127,Unclassified,#c2c2c2
degen9,9952.738714541567,5267.051529878298,Unclassified,#c2c2c2
degen9,9961.458489954284,5275.771305291017,Unclassified,#c2c2c2
degen9,9965.561913677915,5286.029864600097,Unclassified,#c2c2c2
degen9,9964.53605774701,5295.775495943723,Unclassified,#c2c2c2
degen9,9956.8421382652,5298.340135770994,Unclassified,#c2c2c2
degen9,9949.148218783388,5297.314279840085,Unclassified,#c2c2c2
degen9,9937.8638035434,5293.723784081907,Unclassified,#c2c2c2
degen9,9926.579388303411,5290.646216289183,Unclassified,#c2c2c2
degen9,9914.269117132515,5290.133288323729,Unclassified,#c2c2c2
degen9,9904.010557823436,5291.159144254637,Unclassified,#c2c2c2
degen9,9893.751998514355,5294.236712047362,Unclassified,#c2c2c2
degen9,9880.928799378004,5299.878919667355,Unclassified,#c2c2c2
degen9,9867.079744310748,5306.546983218257,Unclassified,#c2c2c2
degen9,9860.411680759846,5313.727974734614,Unclassified,#c2c2c2
degen9,9858.359968898028,5323.47360607824,Unclassified,#c2c2c2
degen9,9855.79532907076,5331.680453525504,Unclassified,#c2c2c2
degen9,9849.64019348531,5340.913156903675,Unclassified,#c2c2c2
degen9,9837.842850279867,5347.068292489124,Unclassified,#c2c2c2
degen9,9830.148930798057,5350.658788247302,Unclassified,#c2c2c2
degen9,9825.532579108973,5357.326851798205,Unclassified,#c2c2c2
degen9,9817.838659627161,5358.352707729112,Unclassified,#c2c2c2
degen9,9809.631812179898,5355.275139936388,Unclassified,#c2c2c2
degen9,9809.118884214444,5346.5553645236705,Unclassified,#c2c2c2
degen9,9811.683524041713,5337.322661145498,Unclassified,#c2c2c2
degen9,9815.274019799892,5331.680453525504,Unclassified,#c2c2c2
degen9,9816.2998757308,5326.038245905509,Unclassified,#c2c2c2
degen9,9813.222307938075,5321.421894216423,Unclassified,#c2c2c2
degen9,9803.47667659445,5314.7538306655215,Unclassified,#c2c2c2
degen9,9795.269829147186,5306.546983218257,Unclassified,#c2c2c2
degen9,9792.192261354461,5293.210856116453,Unclassified,#c2c2c2
degen9,9796.295685078092,5286.029864600097,Unclassified,#c2c2c2
degen9,9803.47667659445,5278.335945118287,Unclassified,#c2c2c2
degen9,9811.683524041713,5271.154953601931,Unclassified,#c2c2c2
degen9,9818.86451555807,5267.051529878298,Unclassified,#c2c2c2
