#Selection names: degen13
#Areas (µm^2): 1705.7
Selection,X,Y,Class,Color
degen13,5901.6366292843595,3252.574226949812,Unclassified,#c2c2c2
degen13,5909.299741682569,3249.5941276838416,Unclassified,#c2c2c2
degen13,5909.299741682569,3249.5941276838416,Unclassified,#c2c2c2
degen13,5913.5570263482405,3249.5941276838416,Unclassified,#c2c2c2
degen13,5931.0118934774955,3249.5941276838416,Unclassified,#c2c2c2
degen13,5944.635204407646,3254.702869282648,Unclassified,#c2c2c2
degen13,5948.4667606067505,3264.9203524802606,Unclassified,#c2c2c2
degen13,5945.060932874213,3275.137835677873,Unclassified,#c2c2c2
degen13,5937.397820476003,3281.523762676381,Unclassified,#c2c2c2
degen13,5928.457522678093,3284.9295904089186,Unclassified,#c2c2c2
degen13,5914.834211747942,3286.2067758086205,Unclassified,#c2c2c2
degen13,5902.488086217494,3284.9295904089186,Unclassified,#c2c2c2
degen13,5894.824973819284,3280.672305743247,Unclassified,#c2c2c2
degen13,5891.419146086747,3274.712107211306,Unclassified,#c2c2c2
degen13,5891.844874553314,3267.0489948130967,Unclassified,#c2c2c2
degen13,5894.399245352717,3258.1086970151855,Unclassified,#c2c2c2
degen13,5901.6366292843595,3252.574226949812,Unclassified,#c2c2c2
