#Selection names: degen11
#Areas (µm^2): 7602.8
Selection,X,Y,Class,Color
degen11,7639.770468233679,3808.532598502136,Unclassified,#c2c2c2
degen11,7656.697091093662,3806.9938146057743,Unclassified,#c2c2c2
degen11,7659.7746588863865,3803.91624681305,Unclassified,#c2c2c2
degen11,7673.11078598819,3795.196471400332,Unclassified,#c2c2c2
degen11,7687.472769020903,3789.0413358148835,Unclassified,#c2c2c2
degen11,7698.757184260891,3786.4766959876133,Unclassified,#c2c2c2
degen11,7715.170879155418,3783.912056160344,Unclassified,#c2c2c2
degen11,7737.226781669941,3781.347416333074,Unclassified,#c2c2c2
degen11,7753.64047656447,3782.886200229436,Unclassified,#c2c2c2
degen11,7763.89903587355,3787.502551918522,Unclassified,#c2c2c2
degen11,7770.567099424452,3794.170615469424,Unclassified,#c2c2c2
degen11,7772.105883320814,3802.3774629166883,Unclassified,#c2c2c2
degen11,7765.950747735365,3814.17480612213,Unclassified,#c2c2c2
degen11,7751.0758367372,3821.3557976384864,Unclassified,#c2c2c2
degen11,7737.739709635396,3817.765301880309,Unclassified,#c2c2c2
degen11,7731.071646084492,3814.17480612213,Unclassified,#c2c2c2
degen11,7718.761374913597,3809.5584544330445,Unclassified,#c2c2c2
degen11,7710.041599500878,3810.0713823984984,Unclassified,#c2c2c2
degen11,7703.886463915432,3813.6618781566763,Unclassified,#c2c2c2
degen11,7697.218400364528,3821.3557976384864,Unclassified,#c2c2c2
degen11,7691.063264779081,3829.049717120297,Unclassified,#c2c2c2
degen11,7688.498624951811,3836.2307086366527,Unclassified,#c2c2c2
degen11,7685.93398512454,3849.053907773003,Unclassified,#c2c2c2
degen11,7680.804705470001,3864.954674702077,Unclassified,#c2c2c2
degen11,7676.1883537809135,3873.1615221493416,Unclassified,#c2c2c2
degen11,7666.4427224372885,3881.8812975620594,Unclassified,#c2c2c2
degen11,7658.748802955478,3879.8295857002436,Unclassified,#c2c2c2
degen11,7649.003171611851,3875.2132340111575,Unclassified,#c2c2c2
degen11,7642.335108060949,3870.0839543566176,Unclassified,#c2c2c2
degen11,7635.667044510047,3868.5451704602556,Unclassified,#c2c2c2
degen11,7625.408485200966,3867.006386563893,Unclassified,#c2c2c2
degen11,7618.7404216500645,3862.9029628402614,Unclassified,#c2c2c2
degen11,7610.533574202801,3853.157331496635,Unclassified,#c2c2c2
degen11,7607.968934375531,3842.8987721875546,Unclassified,#c2c2c2
degen11,7607.968934375531,3830.075573051205,Unclassified,#c2c2c2
degen11,7615.149925891887,3819.3040857766705,Unclassified,#c2c2c2
degen11,7628.998980959145,3812.6360222257686,Unclassified,#c2c2c2
degen11,7639.770468233679,3808.532598502136,Unclassified,#c2c2c2
