#Selection names: degen2
#Areas (µm^2): 6357.2
Selection,X,Y,Class,Color
degen2,6768.712998863745,5733.268868084399,Unclassified,#c2c2c2
degen2,6761.532007347388,5730.70422825713,Unclassified,#c2c2c2
degen2,6753.325159900124,5729.165444360768,Unclassified,#c2c2c2
degen2,6742.55367262559,5728.13958842986,Unclassified,#c2c2c2
degen2,6733.833897212872,5727.113732498951,Unclassified,#c2c2c2
degen2,6725.114121800153,5724.549092671682,Unclassified,#c2c2c2
degen2,6719.984842145614,5723.01030877532,Unclassified,#c2c2c2
degen2,6714.855562491074,5714.803461328055,Unclassified,#c2c2c2
degen2,6713.8297065601655,5702.493190157159,Unclassified,#c2c2c2
degen2,6713.8297065601655,5693.773414744442,Unclassified,#c2c2c2
degen2,6714.342634525619,5685.0536393317225,Unclassified,#c2c2c2
degen2,6717.420202318343,5679.924359677182,Unclassified,#c2c2c2
degen2,6722.549481972883,5679.924359677182,Unclassified,#c2c2c2
degen2,6726.139977731062,5676.333863919005,Unclassified,#c2c2c2
degen2,6729.7304734892405,5670.69165629901,Unclassified,#c2c2c2
degen2,6732.808041281964,5665.049448679016,Unclassified,#c2c2c2
degen2,6740.501960763774,5664.023592748108,Unclassified,#c2c2c2
degen2,6748.195880245584,5664.023592748108,Unclassified,#c2c2c2
degen2,6751.786376003763,5665.5623766444705,Unclassified,#c2c2c2
degen2,6753.325159900124,5669.152872402648,Unclassified,#c2c2c2
degen2,6753.325159900124,5673.769224091735,Unclassified,#c2c2c2
degen2,6754.863943796486,5676.333863919005,Unclassified,#c2c2c2
degen2,6763.07079124375,5676.846791884459,Unclassified,#c2c2c2
degen2,6770.764710725561,5678.385575780821,Unclassified,#c2c2c2
degen2,6776.919846311009,5680.437287642637,Unclassified,#c2c2c2
degen2,6778.971558172824,5685.566567297177,Unclassified,#c2c2c2
degen2,6781.0232700346405,5690.182918986263,Unclassified,#c2c2c2
degen2,6783.587909861911,5694.799270675348,Unclassified,#c2c2c2
degen2,6787.691333585543,5699.415622364435,Unclassified,#c2c2c2
degen2,6791.281829343721,5704.031974053521,Unclassified,#c2c2c2
degen2,6795.385253067353,5707.622469811699,Unclassified,#c2c2c2
degen2,6798.462820860077,5709.161253708061,Unclassified,#c2c2c2
degen2,6806.669668307341,5708.135397777153,Unclassified,#c2c2c2
degen2,6811.798947961882,5707.1095418462455,Unclassified,#c2c2c2
degen2,6817.441155581875,5707.1095418462455,Unclassified,#c2c2c2
degen2,6828.21264285641,5709.674181673515,Unclassified,#c2c2c2
degen2,6835.90656233822,5717.368101155325,Unclassified,#c2c2c2
degen2,6837.445346234582,5722.497380809866,Unclassified,#c2c2c2
degen2,6829.238498787318,5725.062020637136,Unclassified,#c2c2c2
degen2,6823.083363201869,5727.626660464406,Unclassified,#c2c2c2
degen2,6822.057507270962,5730.191300291676,Unclassified,#c2c2c2
degen2,6824.109219132778,5736.859363842578,Unclassified,#c2c2c2
degen2,6828.21264285641,5741.475715531664,Unclassified,#c2c2c2
degen2,6830.264354718226,5746.09206722075,Unclassified,#c2c2c2
degen2,6826.673858960048,5752.760130771652,Unclassified,#c2c2c2
degen2,6810.773092030973,5757.889410426192,Unclassified,#c2c2c2
degen2,6797.436964929169,5760.966978218917,Unclassified,#c2c2c2
degen2,6784.100837827365,5762.505762115278,Unclassified,#c2c2c2
degen2,6775.893990380101,5762.505762115278,Unclassified,#c2c2c2
degen2,6772.816422587377,5762.505762115278,Unclassified,#c2c2c2
degen2,6771.790566656468,5754.811842633469,Unclassified,#c2c2c2
degen2,6773.842278518285,5748.143779082566,Unclassified,#c2c2c2
degen2,6777.432774276463,5741.988643497118,Unclassified,#c2c2c2
degen2,6778.45863020737,5738.911075704394,Unclassified,#c2c2c2
degen2,6778.45863020737,5738.39814773894,Unclassified,#c2c2c2
degen2,6778.45863020737,5734.807651980762,Unclassified,#c2c2c2
degen2,6768.712998863745,5733.268868084399,Unclassified,#c2c2c2
