cell_id,group,color
namlcebm-1,Granulosa: signaling,#D55E00
namlcipk-1,Granulosa: supportive pre-granulosa,#E69F00
namlcnnd-1,Granulosa: signaling,#D55E00
namlhmle-1,Stroma: cortical,#9C27B0
namljdjj-1,Stroma: cortical,#9C27B0
namlkaoc-1,Granulosa: supportive pre-granulosa,#E69F00
namlohia-1,Stroma: cortical,#9C27B0
namlpdik-1,Stroma: cortical,#9C27B0
nammefeo-1,Germ: stalled meiotic,#4DBBD5
nammhmoc-1,Granulosa: signaling,#D55E00
nammkhmm-1,Stroma: cortical,#9C27B0
namnamib-1,Germ: stalled meiotic,#4DBBD5
namngcgh-1,Germ: stalled meiotic,#4DBBD5
namnmdbe-1,Ambiguous_subcluster,#999999
namoknfh-1,Germ: pachytene/diplotene,#00C1A2
nampakod-1,Germ: stalled meiotic,#4DBBD5
nampcmfc-1,Granulosa: signaling,#D55E00
nampffjf-1,Stroma: cortical,#9C27B0
nanaajka-1,Granulosa: epithelial-like,#F28E2B
nanagaid-1,Stroma: cortical,#9C27B0
nanaikdl-1,Granulosa: signaling,#D55E00
nanbaccm-1,Granulosa: epithelial-like,#F28E2B
nanbgkgn-1,Granulosa: morphogenetic RELN+,#FFA54F
nanbhkha-1,Granulosa: epithelial-like,#F28E2B
nanbkebi-1,Granulosa: signaling,#D55E00
nanbpiog-1,Stroma: cortical,#9C27B0
nancbnbh-1,Granulosa: signaling,#D55E00
nanccpgg-1,Granulosa: epithelial-like,#F28E2B
nancejjg-1,Stroma: medullary,#7B61FF
nancgcal-1,Granulosa: signaling,#D55E00
nancjidl-1,Granulosa: signaling,#D55E00
nancoleg-1,Granulosa: epithelial-like,#F28E2B
nandaldb-1,Granulosa: signaling,#D55E00
nandckol-1,Granulosa: signaling,#D55E00
nandjmhf-1,Stroma: cortical,#9C27B0
nandmepj-1,Granulosa: epithelial-like,#F28E2B
nandpngo-1,Granulosa: epithelial-like,#F28E2B
naneadcp-1,Stroma: medullary,#7B61FF
nanedodg-1,Stroma: medullary,#7B61FF
nanehegj-1,Stroma: medullary,#7B61FF
nanejbnf-1,Endothelial: angiogenic,#FF4FA3
nanfjinh-1,Stroma: medullary,#7B61FF
nanfpddc-1,Stroma: medullary,#7B61FF
nanfpijm-1,Stroma: medullary,#7B61FF
nangbdfm-1,Endothelial: angiogenic,#FF4FA3
nanghhhh-1,Stroma: medullary,#7B61FF
nangkcon-1,Stroma: medullary,#7B61FF
nangkdhj-1,Stroma: medullary,#7B61FF
nanhhjdg-1,Stroma: medullary,#7B61FF
nanhlgep-1,Stroma: medullary,#7B61FF
nanhoahb-1,Stroma: medullary,#7B61FF
nanibeon-1,Stroma: medullary,#7B61FF
nanidofd-1,Stroma: medullary,#7B61FF
naniffjp-1,Stroma: medullary,#7B61FF
nanifljg-1,Stroma: medullary,#7B61FF
nanigedb-1,Stroma: medullary,#7B61FF
naninkpc-1,Stroma: medullary,#7B61FF
nanipmhd-1,Stroma: medullary,#7B61FF
nanjcnni-1,Stroma: medullary,#7B61FF
nanjcpfj-1,Stroma: medullary,#7B61FF
nanjfklp-1,Stroma: medullary,#7B61FF
nanjhijf-1,Immune: tissue macrophages,#FFD92F
nanjkpkc-1,Endothelial: angiogenic,#FF4FA3
nankcdbd-1,Mural: pericytes,#E41A1C
nankdeoh-1,Endothelial: angiogenic,#FF4FA3
nankejfj-1,Stroma: medullary,#7B61FF
nankelgj-1,Stroma: medullary,#7B61FF
nankjepp-1,Stroma: medullary,#7B61FF
nanlaceb-1,Stroma: proliferative progenitors,#8E63CE
nanlcknn-1,Endothelial: angiogenic,#FF4FA3
nanmhmbk-1,Endothelial: angiogenic,#FF4FA3
nanmmljj-1,Endothelial: angiogenic,#FF4FA3
nannachp-1,Endothelial: angiogenic,#FF4FA3
nannbohd-1,Stroma: cortical,#9C27B0
nanndkpc-1,Stroma: medullary,#7B61FF
nannffnc-1,Endothelial: angiogenic,#FF4FA3
nannkccd-1,Endothelial: angiogenic,#FF4FA3
nannomcn-1,Endothelial: angiogenic,#FF4FA3
nannopel-1,Endothelial: angiogenic,#FF4FA3
nanoalee-1,Stroma: medullary,#7B61FF
nanoegcf-1,Stroma: medullary,#7B61FF
nanoeljn-1,Stroma: medullary,#7B61FF
nanofpog-1,Endothelial: angiogenic,#FF4FA3
nanoipeg-1,Stroma: medullary,#7B61FF
nanoojmp-1,Stroma: proliferative progenitors,#8E63CE
nanpbhhb-1,Endothelial: angiogenic,#FF4FA3
nanpfoke-1,Endothelial: angiogenic,#FF4FA3
naoabfop-1,Endothelial: angiogenic,#FF4FA3
naoabgch-1,Stroma: medullary,#7B61FF
naoaennh-1,Endothelial: angiogenic,#FF4FA3
naoahpdd-1,Stroma: medullary,#7B61FF
naoaikeo-1,Endothelial: angiogenic,#FF4FA3
naoakafk-1,Mural: pericytes,#E41A1C
naoalpbg-1,Stroma: medullary,#7B61FF
naobbleb-1,Stroma: medullary,#7B61FF
naobdkae-1,Stroma: medullary,#7B61FF
naobfhbm-1,Stroma: medullary,#7B61FF
naobkmmd-1,Stroma: medullary,#7B61FF
naobnmai-1,Stroma: medullary,#7B61FF
naocjifn-1,Stroma: medullary,#7B61FF
naoclobn-1,Immune: NK T cells,#E6AB02
naocpkpl-1,Stroma: medullary,#7B61FF
naoddhoo-1,Immune: NK T cells,#E6AB02
naodeiba-1,Stroma: medullary,#7B61FF
naodihjo-1,Stroma: medullary,#7B61FF
naodkfdi-1,Immune: NK T cells,#E6AB02
naodmcpg-1,Stroma: medullary,#7B61FF
naoeanki-1,Stroma: medullary,#7B61FF
naoebjgi-1,Stroma: medullary,#7B61FF
naoebpel-1,Stroma: medullary,#7B61FF
naoeceoc-1,Stroma: medullary,#7B61FF
naoedioi-1,Endothelial: angiogenic,#FF4FA3
naoeenjn-1,Endothelial: angiogenic,#FF4FA3
naoejhad-1,Stroma: medullary,#7B61FF
naoekhgn-1,Endothelial: angiogenic,#FF4FA3
naoepggc-1,Stroma: medullary,#7B61FF
naoflick-1,Stroma: medullary,#7B61FF
naoflkgk-1,Germ: stalled meiotic,#4DBBD5
naogcaai-1,Germ: stalled meiotic,#4DBBD5
naogeopc-1,Germ: stalled meiotic,#4DBBD5
naohdacp-1,Germ: stalled meiotic,#4DBBD5
naohgbpk-1,Germ: stalled meiotic,#4DBBD5
naoibfpl-1,Germ: stalled meiotic,#4DBBD5
naoicgoh-1,Germ: pachytene/diplotene,#00C1A2
naojaanm-1,Granulosa: supportive pre-granulosa,#E69F00
naojdnbb-1,Granulosa: signaling,#D55E00
naojdpig-1,Germ: stalled meiotic,#4DBBD5
naojhlob-1,Germ: stalled meiotic,#4DBBD5
naojihnj-1,Germ: stalled meiotic,#4DBBD5
naojjlog-1,Germ: stalled meiotic,#4DBBD5
naojlgjc-1,Ambiguous_subcluster,#999999
naojmpmm-1,Stroma: cortical,#9C27B0
naokegbf-1,Granulosa: signaling,#D55E00
naokelpc-1,Granulosa: primordial follicle,#FDB462
naokgbdb-1,Stroma: cortical,#9C27B0
naokgghg-1,Immune: tissue macrophages,#FFD92F
naokjlnh-1,Stroma: cortical,#9C27B0
naokmcbb-1,Stroma: cortical,#9C27B0
naokopoe-1,Stroma: cortical,#9C27B0
naokpmbb-1,Granulosa: supportive pre-granulosa,#E69F00
naolhlph-1,Stroma: cortical,#9C27B0
naolinph-1,Stroma: medullary,#7B61FF
naoljfmn-1,Stroma: proliferative progenitors,#8E63CE
naolkfnj-1,Stroma: cortical,#9C27B0
naolkkbb-1,Stroma: medullary,#7B61FF
naolmkma-1,Stroma: cortical,#9C27B0
naombhag-1,Endothelial: angiogenic,#FF4FA3
naombibm-1,Germ: pachytene/diplotene,#00C1A2
naomiiac-1,Granulosa: signaling,#D55E00
naomnjfn-1,Germ: pachytene/diplotene,#00C1A2
naonfoij-1,Germ: leptotene/zygotene,#00A087
naonihkg-1,Granulosa: signaling,#D55E00
naonoahj-1,Germ: pachytene/diplotene,#00C1A2
naoobfkh-1,Endothelial: angiogenic,#FF4FA3
naooldfn-1,Endothelial: angiogenic,#FF4FA3
naoonnbh-1,Germ: stalled meiotic,#4DBBD5
naopcbge-1,Mural: pericytes,#E41A1C
naopgicc-1,Granulosa: signaling,#D55E00
naophlke-1,Ambiguous_subcluster,#999999
naopjbnm-1,Ambiguous_subcluster,#999999
naopkalh-1,Germ: pachytene/diplotene,#00C1A2
naopnecg-1,Germ: pachytene/diplotene,#00C1A2
naopphpp-1,Germ: pachytene/diplotene,#00C1A2
naoppmkh-1,Immune: tissue macrophages,#FFD92F
napahijp-1,Endothelial: angiogenic,#FF4FA3
napahphd-1,Stroma: cortical,#9C27B0
napapeni-1,Stroma: cortical,#9C27B0
napbaipn-1,Endothelial: angiogenic,#FF4FA3
napbfhen-1,Stroma: cortical,#9C27B0
napbmnil-1,Mural: contractile VSMC,#B22222
napceihg-1,Granulosa: signaling,#D55E00
napcelmj-1,Germ: pachytene/diplotene,#00C1A2
napcfmlo-1,Germ: leptotene/zygotene,#00A087
napckepi-1,Germ: leptotene/zygotene,#00A087
napdbghg-1,Germ: stalled meiotic,#4DBBD5
napdbmem-1,Granulosa: signaling,#D55E00
napddlcd-1,Granulosa: supportive pre-granulosa,#E69F00
napdejco-1,Granulosa: supportive pre-granulosa,#E69F00
napdfhjl-1,Germ: stalled meiotic,#4DBBD5
napdpdod-1,Germ: stalled meiotic,#4DBBD5
napeandj-1,Germ: stalled meiotic,#4DBBD5
napeihep-1,Germ: stalled meiotic,#4DBBD5
napeilng-1,Germ: stalled meiotic,#4DBBD5
napfblbk-1,Germ: stalled meiotic,#4DBBD5
napfclfc-1,Granulosa: signaling,#D55E00
napfdojf-1,Ambiguous_subcluster,#999999
napfipom-1,Germ: pachytene/diplotene,#00C1A2
napfnedi-1,Ambiguous_subcluster,#999999
napfneij-1,Granulosa: supportive pre-granulosa,#E69F00
naphanpj-1,Ambiguous_subcluster,#999999
naphbmej-1,Granulosa: supportive pre-granulosa,#E69F00
naphddnk-1,Germ: stalled meiotic,#4DBBD5
naphdofg-1,Germ: stalled meiotic,#4DBBD5
naphgdha-1,Stroma: cortical,#9C27B0
naphigjg-1,Granulosa: supportive pre-granulosa,#E69F00
naphkmbg-1,Stroma: cortical,#9C27B0
naphnlnk-1,Endothelial: angiogenic,#FF4FA3
napiabkh-1,Granulosa: supportive pre-granulosa,#E69F00
napiebnn-1,Stroma: cortical,#9C27B0
napjdcei-1,Granulosa: supportive pre-granulosa,#E69F00
napjgdmh-1,Degenerated: atresia-stressed follicle cells,#6B6B6B
napjijap-1,Stroma: cortical,#9C27B0
napjncpm-1,Germ: stalled meiotic,#4DBBD5
napkakjb-1,Granulosa: signaling,#D55E00
napkbllp-1,Stroma: cortical,#9C27B0
napkdncl-1,Granulosa: signaling,#D55E00
napkebec-1,Granulosa: signaling,#D55E00
napkkijj-1,Granulosa: signaling,#D55E00
napkpgca-1,Germ: stalled meiotic,#4DBBD5
naplegcj-1,Stroma: cortical,#9C27B0
napleoai-1,Granulosa: signaling,#D55E00
naplhiib-1,Germ: leptotene/zygotene,#00A087
naplkabn-1,Ambiguous_subcluster,#999999
naplofhd-1,Germ: pachytene/diplotene,#00C1A2
napmdche-1,Germ: pachytene/diplotene,#00C1A2
napmibhe-1,Germ: stalled meiotic,#4DBBD5
napmjimh-1,Germ: stalled meiotic,#4DBBD5
napmlfmi-1,Granulosa: signaling,#D55E00
napncjme-1,Germ: stalled meiotic,#4DBBD5
napnclom-1,Germ: stalled meiotic,#4DBBD5
napnlcen-1,Endothelial: angiogenic,#FF4FA3
napnldbj-1,Granulosa: supportive pre-granulosa,#E69F00
napnnacl-1,Granulosa: supportive pre-granulosa,#E69F00
napoaoig-1,Germ: pachytene/diplotene,#00C1A2
napobjhp-1,Germ: stalled meiotic,#4DBBD5
napomcif-1,Germ: stalled meiotic,#4DBBD5
napopedm-1,Granulosa: supportive pre-granulosa,#E69F00
nappaacg-1,Germ: stalled meiotic,#4DBBD5
nappbefc-1,Endothelial: angiogenic,#FF4FA3
nappclkg-1,Germ: stalled meiotic,#4DBBD5
nappkjbh-1,Stroma: cortical,#9C27B0
nbaabiah-1,Germ: leptotene/zygotene,#00A087
nbabejgd-1,Germ: stalled meiotic,#4DBBD5
nbabiapm-1,Germ: stalled meiotic,#4DBBD5
nbabihaa-1,Degenerated: atresia-stressed follicle cells,#6B6B6B
nbabkipa-1,Germ: leptotene/zygotene,#00A087
nbabmpbe-1,Germ: stalled meiotic,#4DBBD5
nbabondb-1,Stroma: medullary,#7B61FF
nbabpedk-1,Stroma: medullary,#7B61FF
nbacbajp-1,Stroma: medullary,#7B61FF
nbacecnc-1,Immune: tissue macrophages,#FFD92F
nbacgnec-1,Granulosa: signaling,#D55E00
nbachala-1,Granulosa: supportive pre-granulosa,#E69F00
nbacjpib-1,Granulosa: signaling,#D55E00
nbackcnk-1,Granulosa: signaling,#D55E00
nbaeamoh-1,Granulosa: epithelial-like,#F28E2B
nbaeckjp-1,Granulosa: supportive pre-granulosa,#E69F00
nbaeecli-1,Granulosa: signaling,#D55E00
nbaeeefi-1,Granulosa: signaling,#D55E00
nbaeipjp-1,Stroma: medullary,#7B61FF
nbaejcce-1,Granulosa: epithelial-like,#F28E2B
nbaemkdo-1,Stroma: medullary,#7B61FF
nbafbaeb-1,Stroma: medullary,#7B61FF
nbafbmbl-1,Degenerated: atresia-stressed follicle cells,#6B6B6B
nbafccli-1,Granulosa: signaling,#D55E00
nbafnofn-1,Immune: NK T cells,#E6AB02
nbagocfo-1,Germ: stalled meiotic,#4DBBD5
nbagopap-1,Granulosa: signaling,#D55E00
nbahgobh-1,Granulosa: supportive pre-granulosa,#E69F00
nbahjegn-1,Granulosa: supportive pre-granulosa,#E69F00
nbahkncf-1,Germ: stalled meiotic,#4DBBD5
nbahldoe-1,Granulosa: signaling,#D55E00
nbahnbdb-1,Germ: leptotene/zygotene,#00A087
nbaimhhk-1,Germ: pachytene/diplotene,#00C1A2
nbainapa-1,Granulosa: signaling,#D55E00
nbaioehh-1,Ambiguous_subcluster,#999999
nbaipagp-1,Germ: stalled meiotic,#4DBBD5
nbajbabb-1,Germ: stalled meiotic,#4DBBD5
nbajcgod-1,Germ: stalled meiotic,#4DBBD5
nbajclfb-1,Granulosa: supportive pre-granulosa,#E69F00
nbajocom-1,Granulosa: signaling,#D55E00
nbajpelb-1,Granulosa: epithelial-like,#F28E2B
nbakampl-1,Granulosa: signaling,#D55E00
nbakbilf-1,Granulosa: signaling,#D55E00
nbakbino-1,Germ: stalled meiotic,#4DBBD5
nbakeigp-1,Granulosa: epithelial-like,#F28E2B
nbakimll-1,Granulosa: supportive pre-granulosa,#E69F00
nbakjldk-1,Granulosa: signaling,#D55E00
nbakljhk-1,Germ: pachytene/diplotene,#00C1A2
nbakohjf-1,Granulosa: signaling,#D55E00
nbalbaam-1,Germ: stalled meiotic,#4DBBD5
nbalcdhd-1,Germ: stalled meiotic,#4DBBD5
nbaldlje-1,Germ: stalled meiotic,#4DBBD5
nbalgmci-1,Stroma: cortical,#9C27B0
nbamaelc-1,Stroma: medullary,#7B61FF
nbamcidl-1,Stroma: medullary,#7B61FF
nbamdoef-1,Granulosa: signaling,#D55E00
nbameajm-1,Granulosa: epithelial-like,#F28E2B
nbammaji-1,Stroma: proliferative progenitors,#8E63CE
nbamnaai-1,Stroma: medullary,#7B61FF
nbandnak-1,Stroma: medullary,#7B61FF
nbankedb-1,Stroma: medullary,#7B61FF
nbankmlm-1,Stroma: proliferative progenitors,#8E63CE
nbaoaaim-1,Endothelial: angiogenic,#FF4FA3
nbapboho-1,Endothelial: angiogenic,#FF4FA3
nbapecbi-1,Stroma: medullary,#7B61FF
nbaphmhi-1,Stroma: medullary,#7B61FF
nbapljem-1,Stroma: medullary,#7B61FF
nbapnhcp-1,Stroma: medullary,#7B61FF
nbbabjap-1,Stroma: medullary,#7B61FF
nbbaeilg-1,Stroma: medullary,#7B61FF
nbbaembn-1,Immune: tissue macrophages,#FFD92F
nbbafadf-1,Stroma: medullary,#7B61FF
nbbagnem-1,Stroma: medullary,#7B61FF
nbbahahm-1,Mural: pericytes,#E41A1C
nbbajokd-1,Immune: tissue macrophages,#FFD92F
nbbcbfem-1,Endothelial: angiogenic,#FF4FA3
nbbcclaf-1,Stroma: medullary,#7B61FF
nbbclpak-1,Stroma: medullary,#7B61FF
nbbcmail-1,Stroma: proliferative progenitors,#8E63CE
nbbdaman-1,Stroma: medullary,#7B61FF
nbbddhed-1,Endothelial: angiogenic,#FF4FA3
nbbdgklo-1,Stroma: medullary,#7B61FF
nbbdmckc-1,Stroma: medullary,#7B61FF
nbbeacdm-1,Mural: pericytes,#E41A1C
nbbebhkj-1,Endothelial: angiogenic,#FF4FA3
nbbelcei-1,Stroma: medullary,#7B61FF
nbbfaenk-1,Endothelial: angiogenic,#FF4FA3
nbbfdcoc-1,Endothelial: angiogenic,#FF4FA3
nbbfdhfd-1,Immune: NK T cells,#E6AB02
nbbfilnc-1,Stroma: medullary,#7B61FF
nbbflaia-1,Stroma: medullary,#7B61FF
nbbfmomg-1,Stroma: medullary,#7B61FF
nbbfodcg-1,Stroma: medullary,#7B61FF
nbbgcmej-1,Mural: contractile VSMC,#B22222
nbbghkff-1,Endothelial: angiogenic,#FF4FA3
nbbgjbda-1,Mural: contractile VSMC,#B22222
nbbgjhjd-1,Endothelial: angiogenic,#FF4FA3
nbbgjkmh-1,Immune: NK T cells,#E6AB02
nbbgobjo-1,Immune: NK T cells,#E6AB02
nbbgonfk-1,Mural: contractile VSMC,#B22222
nbbhaaij-1,Endothelial: angiogenic,#FF4FA3
nbbhdkml-1,Mural: pericytes,#E41A1C
nbbhohhp-1,Endothelial: angiogenic,#FF4FA3
nbbiaocd-1,Endothelial: angiogenic,#FF4FA3
nbbicleg-1,Stroma: medullary,#7B61FF
nbbidjcc-1,Stroma: proliferative progenitors,#8E63CE
nbbikgmc-1,Stroma: medullary,#7B61FF
nbbikned-1,Stroma: medullary,#7B61FF
nbbikpho-1,Stroma: medullary,#7B61FF
nbbiligk-1,Stroma: cortical,#9C27B0
nbbimhnj-1,Immune: tissue macrophages,#FFD92F
nbbjfeoo-1,Stroma: medullary,#7B61FF
nbbjhknj-1,Stroma: medullary,#7B61FF
nbbjhlie-1,Stroma: medullary,#7B61FF
nbbjjnhj-1,Mural: pericytes,#E41A1C
nbbjlckn-1,Endothelial: angiogenic,#FF4FA3
nbbjmnan-1,Stroma: medullary,#7B61FF
nbbkaipo-1,Mural: contractile VSMC,#B22222
nbbkangj-1,Stroma: medullary,#7B61FF
nbbkbcpd-1,Stroma: medullary,#7B61FF
nbbkbnhn-1,Mural: contractile VSMC,#B22222
nbbkedmo-1,Stroma: medullary,#7B61FF
nbbkfohg-1,Stroma: medullary,#7B61FF
nbbkiebk-1,Stroma: medullary,#7B61FF
nbbkooef-1,Stroma: medullary,#7B61FF
nbblbdmf-1,Stroma: medullary,#7B61FF
nbblclle-1,Endothelial: angiogenic,#FF4FA3
nbblehel-1,Stroma: medullary,#7B61FF
nbblmdeo-1,Endothelial: angiogenic,#FF4FA3
nbbmcgom-1,Stroma: medullary,#7B61FF
nbbmhgmi-1,Endothelial: angiogenic,#FF4FA3
nbbmkldj-1,Stroma: medullary,#7B61FF
nbbmpgim-1,Stroma: medullary,#7B61FF
nbbmpnfh-1,Stroma: medullary,#7B61FF
nbbngmpm-1,Stroma: medullary,#7B61FF
nbbnhflk-1,Stroma: medullary,#7B61FF
nbbnjnfb-1,Stroma: medullary,#7B61FF
nbboaaag-1,Stroma: medullary,#7B61FF
nbboagbg-1,Stroma: medullary,#7B61FF
nbbocnjl-1,Stroma: medullary,#7B61FF
nbbodjpd-1,Endothelial: angiogenic,#FF4FA3
nbboehfo-1,Stroma: medullary,#7B61FF
nbboemkn-1,Mural: pericytes,#E41A1C
nbbofond-1,Mural: contractile VSMC,#B22222
nbbolbfi-1,Endothelial: angiogenic,#FF4FA3
nbbolkhg-1,Endothelial: angiogenic,#FF4FA3
nbbollji-1,Mural: contractile VSMC,#B22222
nbbpakmj-1,Mural: contractile VSMC,#B22222
nbbpdfcf-1,Mural: contractile VSMC,#B22222
nbbpegib-1,Stroma: medullary,#7B61FF
nbbpemgd-1,Stroma: proliferative progenitors,#8E63CE
nbbpilfb-1,Mural: contractile VSMC,#B22222
nbcabenb-1,Endothelial: angiogenic,#FF4FA3
nbcadhcm-1,Stroma: medullary,#7B61FF
nbcaflcn-1,Stroma: proliferative progenitors,#8E63CE
nbcajejd-1,Stroma: medullary,#7B61FF
nbcamded-1,Stroma: medullary,#7B61FF
nbcbagom-1,Stroma: medullary,#7B61FF
nbcbeldp-1,Stroma: medullary,#7B61FF
nbcbjjeg-1,Stroma: medullary,#7B61FF
nbcbnocp-1,Stroma: medullary,#7B61FF
nbccimld-1,Stroma: medullary,#7B61FF
nbccocib-1,Mural: contractile VSMC,#B22222
nbcdfhhp-1,Endothelial: angiogenic,#FF4FA3
nbcdjihn-1,Immune: NK T cells,#E6AB02
nbcdkbke-1,Mural: contractile VSMC,#B22222
nbcdkdhm-1,Endothelial: angiogenic,#FF4FA3
nbcdkpco-1,Endothelial: angiogenic,#FF4FA3
nbcdpcah-1,Stroma: cortical,#9C27B0
nbcebooh-1,Germ: pachytene/diplotene,#00C1A2
nbcfecmn-1,Germ: stalled meiotic,#4DBBD5
nbcfhchp-1,Stroma: cortical,#9C27B0
nbcfhmlj-1,Germ: stalled meiotic,#4DBBD5
nbcfkaml-1,Germ: stalled meiotic,#4DBBD5
nbcfkilc-1,Germ: stalled meiotic,#4DBBD5
nbcfmmoi-1,Germ: stalled meiotic,#4DBBD5
nbcfokhi-1,Granulosa: signaling,#D55E00
nbcgdcff-1,Ambiguous_subcluster,#999999
nbcgdpjc-1,Germ: pachytene/diplotene,#00C1A2
nbcgeaep-1,Germ: stalled meiotic,#4DBBD5
nbchabng-1,Germ: pachytene/diplotene,#00C1A2
nbchacgd-1,Granulosa: signaling,#D55E00
nbchkile-1,Granulosa: signaling,#D55E00
nbchneid-1,Granulosa: supportive pre-granulosa,#E69F00
nbcicnne-1,Germ: leptotene/zygotene,#00A087
nbcidcni-1,Germ: pachytene/diplotene,#00C1A2
nbcieipf-1,Ambiguous_subcluster,#999999
nbcigmlc-1,Granulosa: supportive pre-granulosa,#E69F00
nbcihdmb-1,Granulosa: primordial follicle,#FDB462
nbcikmjb-1,Germ: pachytene/diplotene,#00C1A2
nbciooml-1,Granulosa: supportive pre-granulosa,#E69F00
nbcjadmm-1,Granulosa: supportive pre-granulosa,#E69F00
nbcjcggl-1,Granulosa: supportive pre-granulosa,#E69F00
nbcjehcp-1,Granulosa: supportive pre-granulosa,#E69F00
nbcjfhkp-1,Granulosa: signaling,#D55E00
nbcjgjhd-1,Stroma: cortical,#9C27B0
nbcjhemj-1,Granulosa: supportive pre-granulosa,#E69F00
nbcjidfi-1,Stroma: cortical,#9C27B0
nbcjjanj-1,Granulosa: primordial follicle,#FDB462
nbcjnaod-1,Endothelial: angiogenic,#FF4FA3
nbckcdgh-1,Granulosa: signaling,#D55E00
nbckdpjb-1,Endothelial: angiogenic,#FF4FA3
nbckfikp-1,Ambiguous_subcluster,#999999
nbckniio-1,Stroma: cortical,#9C27B0
nbclcmhc-1,Immune: NK T cells,#E6AB02
nbcleiej-1,Germ: stalled meiotic,#4DBBD5
nbclkbfi-1,Germ: pachytene/diplotene,#00C1A2
nbclnmff-1,Ambiguous_subcluster,#999999
nbcmbmjo-1,Ambiguous_subcluster,#999999
nbcmdamd-1,Granulosa: supportive pre-granulosa,#E69F00
nbcmdkcn-1,Germ: stalled meiotic,#4DBBD5
nbcmdlge-1,Germ: pachytene/diplotene,#00C1A2
nbcmgcim-1,Granulosa: signaling,#D55E00
nbcmhbag-1,Germ: leptotene/zygotene,#00A087
nbcmhela-1,Germ: pachytene/diplotene,#00C1A2
nbcmighi-1,Degenerated: atresia-stressed follicle cells,#6B6B6B
nbcmlnff-1,Ambiguous_subcluster,#999999
nbcndkef-1,Granulosa: primordial follicle,#FDB462
nbcnejjf-1,Granulosa: primordial follicle,#FDB462
nbcnjnoo-1,Germ: pachytene/diplotene,#00C1A2
nbcnnefb-1,Germ: pachytene/diplotene,#00C1A2
nbcnnhde-1,Granulosa: supportive pre-granulosa,#E69F00
nbcnobba-1,Granulosa: signaling,#D55E00
nbcnogfh-1,Granulosa: signaling,#D55E00
nbcocokc-1,Germ: stalled meiotic,#4DBBD5
nbcohfjd-1,Ambiguous_subcluster,#999999
nbcolpig-1,Granulosa: signaling,#D55E00
nbcpbkbc-1,Germ: leptotene/zygotene,#00A087
nbcpigfi-1,Germ: pachytene/diplotene,#00C1A2
nbcpnjin-1,Germ: leptotene/zygotene,#00A087
nbcpockc-1,Endothelial: angiogenic,#FF4FA3
nbcpohei-1,Germ: stalled meiotic,#4DBBD5
nbdaamgl-1,Germ: stalled meiotic,#4DBBD5
nbdaenpg-1,Granulosa: supportive pre-granulosa,#E69F00
nbdagfei-1,Stroma: cortical,#9C27B0
nbdaggeh-1,Germ: stalled meiotic,#4DBBD5
nbdajieb-1,Stroma: cortical,#9C27B0
nbdaocpp-1,Granulosa: supportive pre-granulosa,#E69F00
nbdapkki-1,Granulosa: supportive pre-granulosa,#E69F00
nbdbejlb-1,Granulosa: signaling,#D55E00
nbdbenfo-1,Stroma: cortical,#9C27B0
nbdbjkcb-1,Stroma: cortical,#9C27B0
nbdbkecl-1,Stroma: cortical,#9C27B0
nbdbpjfl-1,Stroma: cortical,#9C27B0
nbdcapfc-1,Stroma: cortical,#9C27B0
nbdcnocj-1,Granulosa: primordial follicle,#FDB462
nbdcnpgd-1,Granulosa: primordial follicle,#FDB462
nbdcolln-1,Granulosa: primordial follicle,#FDB462
nbddbkag-1,Ambiguous_subcluster,#999999
nbddbngp-1,Granulosa: primordial follicle,#FDB462
nbddgpci-1,Endothelial: angiogenic,#FF4FA3
nbddijca-1,Germ: stalled meiotic,#4DBBD5
nbddmgdh-1,Germ: pachytene/diplotene,#00C1A2
nbddohhj-1,Granulosa: primordial follicle,#FDB462
nbddplij-1,Stroma: cortical,#9C27B0
nbdebgof-1,Stroma: cortical,#9C27B0
nbdejifb-1,Stroma: cortical,#9C27B0
nbdenkfa-1,Stroma: cortical,#9C27B0
nbdfammf-1,Germ: pachytene/diplotene,#00C1A2
nbdfglkp-1,Stroma: cortical,#9C27B0
nbdfgpip-1,Stroma: cortical,#9C27B0
nbdfmcod-1,Stroma: cortical,#9C27B0
nbdgebpb-1,Ambiguous_subcluster,#999999
nbdghmde-1,Stroma: cortical,#9C27B0
nbdgiccc-1,Stroma: cortical,#9C27B0
nbdgknbc-1,Granulosa: primordial follicle,#FDB462
nbdglpln-1,Granulosa: primordial follicle,#FDB462
nbdgpmof-1,Granulosa: primordial follicle,#FDB462
nbdhhhch-1,Ambiguous_subcluster,#999999
nbdhkbcl-1,Stroma: cortical,#9C27B0
nbdhonbc-1,Stroma: cortical,#9C27B0
nbdjbnaa-1,Stroma: cortical,#9C27B0
nbdjhkae-1,Stroma: cortical,#9C27B0
nbdjioka-1,Germ: primordial follicle oocytes,#2C7FB8
nbdjkijb-1,Stroma: cortical,#9C27B0
nbdkcbaf-1,Stroma: cortical,#9C27B0
nbdkflfi-1,Granulosa: primordial follicle,#FDB462
nbdkioad-1,Germ: pachytene/diplotene,#00C1A2
nbdlcbgb-1,Germ: pachytene/diplotene,#00C1A2
nbdlemkl-1,Granulosa: primordial follicle,#FDB462
nbdlgnoc-1,Germ: pachytene/diplotene,#00C1A2
nbdlhgod-1,Endothelial: angiogenic,#FF4FA3
nbdlidjo-1,Granulosa: primordial follicle,#FDB462
nbdllgng-1,Germ: pachytene/diplotene,#00C1A2
