cell_id,group,color
aaaacgoo-1,Stroma: cortical,#9C27B0
aaaaodae-1,Granulosa: supportive pre-granulosa,#E69F00
aaabacnf-1,Granulosa: supportive pre-granulosa,#E69F00
aaabedmp-1,Granulosa: primordial follicle,#FDB462
aaabgffo-1,Immune: tissue macrophages,#FFD92F
aaabhcdh-1,Granulosa: supportive pre-granulosa,#E69F00
aaabipll-1,Granulosa: supportive pre-granulosa,#E69F00
aaabkjge-1,Granulosa: supportive pre-granulosa,#E69F00
aaacaeli-1,Granulosa: supportive pre-granulosa,#E69F00
aaacckal-1,Granulosa: primordial follicle,#FDB462
aaacghok-1,Granulosa: primordial follicle,#FDB462
aaacgmmj-1,Granulosa: morphogenetic RELN+,#FFA54F
aaachbii-1,Granulosa: signaling,#D55E00
aaacipii-1,Granulosa: signaling,#D55E00
aaacmipk-1,Stroma: cortical,#9C27B0
aaacokom-1,Granulosa: signaling,#D55E00
aaaddphi-1,Germ: primordial follicle oocytes,#2C7FB8
aaadklgc-1,Granulosa: signaling,#D55E00
aaadmfpb-1,Ambiguous_subcluster,#999999
aaaegfim-1,Granulosa: supportive pre-granulosa,#E69F00
aaaegmnb-1,Granulosa: morphogenetic RELN+,#FFA54F
aaaehoap-1,Granulosa: supportive pre-granulosa,#E69F00
aaaelaic-1,Granulosa: supportive pre-granulosa,#E69F00
aaaemnjp-1,Germ: stalled meiotic,#4DBBD5
aaaepldh-1,Endothelial: angiogenic,#FF4FA3
aaafapfd-1,Immune: NK T cells,#E6AB02
aaafccme-1,Granulosa: signaling,#D55E00
aaafflmm-1,Granulosa: supportive pre-granulosa,#E69F00
aaafiodg-1,Granulosa: signaling,#D55E00
aaaflofh-1,Granulosa: supportive pre-granulosa,#E69F00
aaagakpo-1,Granulosa: supportive pre-granulosa,#E69F00
aaagbnck-1,Germ: pachytene/diplotene,#00C1A2
aaagdjho-1,Stroma: cortical,#9C27B0
aaaghgcg-1,Granulosa: signaling,#D55E00
aaaghlah-1,Granulosa: supportive pre-granulosa,#E69F00
aaagiimm-1,Germ: leptotene/zygotene,#00A087
aaagijpg-1,Stroma: cortical,#9C27B0
aaagockm-1,Granulosa: signaling,#D55E00
aaahbhii-1,Granulosa: supportive pre-granulosa,#E69F00
aaahbnhk-1,Stroma: cortical,#9C27B0
aaahbnpn-1,Granulosa: primordial follicle,#FDB462
aaahcije-1,Granulosa: supportive pre-granulosa,#E69F00
aaahfdog-1,Granulosa: supportive pre-granulosa,#E69F00
aaahlnfg-1,Granulosa: supportive pre-granulosa,#E69F00
aaahlogm-1,Granulosa: supportive pre-granulosa,#E69F00
aaahmcga-1,Endothelial: angiogenic,#FF4FA3
aaaiacik-1,Granulosa: supportive pre-granulosa,#E69F00
aaaibbjf-1,Endothelial: angiogenic,#FF4FA3
aaaidfoj-1,Granulosa: signaling,#D55E00
aaaigkpj-1,Germ: pachytene/diplotene,#00C1A2
aaainkko-1,Granulosa: signaling,#D55E00
aaajedgc-1,Germ: pachytene/diplotene,#00C1A2
aaajfmha-1,Granulosa: supportive pre-granulosa,#E69F00
aaajggbg-1,Stroma: proliferative progenitors,#8E63CE
aaajhpoa-1,Stroma: cortical,#9C27B0
aaajifla-1,Granulosa: signaling,#D55E00
aaajipjb-1,Granulosa: signaling,#D55E00
aaajjlnh-1,Stroma: cortical,#9C27B0
aaajjlpp-1,Granulosa: supportive pre-granulosa,#E69F00
aaajnmhl-1,Ambiguous_subcluster,#999999
aaajoodm-1,Granulosa: signaling,#D55E00
aaakdcaj-1,Granulosa: signaling,#D55E00
aaakioje-1,Germ: stalled meiotic,#4DBBD5
aaakjjgh-1,Granulosa: signaling,#D55E00
aaakknme-1,Granulosa: signaling,#D55E00
aaakllfk-1,Granulosa: supportive pre-granulosa,#E69F00
aaakojjj-1,Granulosa: signaling,#D55E00
aaaledci-1,Granulosa: signaling,#D55E00
aaalpknj-1,Mural: pericytes,#E41A1C
aaanbeab-1,Granulosa: supportive pre-granulosa,#E69F00
aaangnpn-1,Endothelial: angiogenic,#FF4FA3
aaanifep-1,Granulosa: supportive pre-granulosa,#E69F00
aaankbea-1,Stroma: cortical,#9C27B0
aaaoanme-1,Granulosa: epithelial-like,#F28E2B
aaaocmpn-1,Granulosa: signaling,#D55E00
aaaoeepl-1,Granulosa: supportive pre-granulosa,#E69F00
aaaoibhh-1,Granulosa: signaling,#D55E00
aaaommll-1,Endothelial: angiogenic,#FF4FA3
aaapaffi-1,Granulosa: signaling,#D55E00
aaapchpf-1,Granulosa: signaling,#D55E00
aaapeigj-1,Stroma: cortical,#9C27B0
aaapfofc-1,Ambiguous_subcluster,#999999
aaapilka-1,Granulosa: epithelial-like,#F28E2B
aaaplaac-1,Granulosa: signaling,#D55E00
aaappknj-1,Stroma: cortical,#9C27B0
aabahjaf-1,Granulosa: signaling,#D55E00
aabaiklc-1,Granulosa: signaling,#D55E00
aabaoknk-1,Germ: pachytene/diplotene,#00C1A2
aabbidof-1,Germ: pachytene/diplotene,#00C1A2
aabbipco-1,Granulosa: supportive pre-granulosa,#E69F00
aabbjipn-1,Granulosa: supportive pre-granulosa,#E69F00
aabceafh-1,Granulosa: primordial follicle,#FDB462
aabcfinh-1,Mural: pericytes,#E41A1C
aabcgopn-1,Degenerated: clearance-associated follicle cells,#B0B0B0
aabcikhf-1,Granulosa: signaling,#D55E00
aabcjllm-1,Granulosa: supportive pre-granulosa,#E69F00
aabcmfmb-1,Granulosa: supportive pre-granulosa,#E69F00
aabdbafm-1,Germ: stalled meiotic,#4DBBD5
aabdcemh-1,Granulosa: signaling,#D55E00
aabdcjfc-1,Granulosa: supportive pre-granulosa,#E69F00
aabdfhko-1,Germ: stalled meiotic,#4DBBD5
aabdgjid-1,Stroma: proliferative progenitors,#8E63CE
aabdhkpn-1,Granulosa: signaling,#D55E00
aabdhldm-1,Granulosa: signaling,#D55E00
aabdhlpa-1,Germ: pachytene/diplotene,#00C1A2
aabdidhi-1,Granulosa: primordial follicle,#FDB462
aabdmeib-1,Granulosa: primordial follicle,#FDB462
aabdnkoo-1,Stroma: cortical,#9C27B0
aabeadip-1,Stroma: cortical,#9C27B0
aabfboic-1,Granulosa: supportive pre-granulosa,#E69F00
aabfcmlh-1,Granulosa: signaling,#D55E00
aabfdgmc-1,Granulosa: signaling,#D55E00
aabfehnl-1,Granulosa: primordial follicle,#FDB462
aabfleje-1,Stroma: cortical,#9C27B0
aabfnkce-1,Granulosa: supportive pre-granulosa,#E69F00
aabfnnji-1,Endothelial: angiogenic,#FF4FA3
aabgapmp-1,Granulosa: primordial follicle,#FDB462
aabgedno-1,Granulosa: primordial follicle,#FDB462
aabggbce-1,Granulosa: primordial follicle,#FDB462
aabgknfb-1,Granulosa: supportive pre-granulosa,#E69F00
aabgonml-1,Granulosa: primordial follicle,#FDB462
aabgpplm-1,Granulosa: primordial follicle,#FDB462
aabhhkpe-1,Granulosa: primordial follicle,#FDB462
aabhlbbk-1,Granulosa: primordial follicle,#FDB462
aabhmchg-1,Stroma: cortical,#9C27B0
aabidbga-1,Granulosa: primordial follicle,#FDB462
aabiendk-1,Granulosa: primordial follicle,#FDB462
aabifnhn-1,Granulosa: primordial follicle,#FDB462
aabiiiog-1,Granulosa: primordial follicle,#FDB462
aabikcmc-1,Granulosa: primordial follicle,#FDB462
aabinhjm-1,Granulosa: primordial follicle,#FDB462
aabjdeno-1,Granulosa: primordial follicle,#FDB462
aabjdigi-1,Granulosa: primordial follicle,#FDB462
aabkbdnf-1,Granulosa: primordial follicle,#FDB462
aabkdlhl-1,Granulosa: primordial follicle,#FDB462
aabkeggf-1,Granulosa: primordial follicle,#FDB462
aabkejnh-1,Granulosa: primordial follicle,#FDB462
aabkgoda-1,Germ: pachytene/diplotene,#00C1A2
aabkgpfo-1,Granulosa: primordial follicle,#FDB462
aabkjlbn-1,Granulosa: primordial follicle,#FDB462
aabklhkg-1,Granulosa: primordial follicle,#FDB462
aabkpoab-1,Immune: tissue macrophages,#FFD92F
aablafeg-1,Granulosa: primordial follicle,#FDB462
aablhkfd-1,Granulosa: supportive pre-granulosa,#E69F00
aabljkak-1,Stroma: cortical,#9C27B0
aabmbcfm-1,Stroma: cortical,#9C27B0
aabmbnbh-1,Stroma: cortical,#9C27B0
aabmdccc-1,Granulosa: supportive pre-granulosa,#E69F00
aabmdpka-1,Granulosa: primordial follicle,#FDB462
aabmeddi-1,Granulosa: primordial follicle,#FDB462
aabmefpk-1,Granulosa: primordial follicle,#FDB462
aabmgkgd-1,Granulosa: primordial follicle,#FDB462
aabmhihh-1,Granulosa: primordial follicle,#FDB462
aabmikpb-1,Granulosa: signaling,#D55E00
aabmkdkb-1,Granulosa: primordial follicle,#FDB462
aabmkfmd-1,Stroma: cortical,#9C27B0
aabmngak-1,Granulosa: primordial follicle,#FDB462
aabmpmob-1,Stroma: proliferative progenitors,#8E63CE
aabnmioi-1,Granulosa: primordial follicle,#FDB462
aabnnljf-1,Stroma: cortical,#9C27B0
aabnoeln-1,Ambiguous_subcluster,#999999
aabnpedd-1,Granulosa: supportive pre-granulosa,#E69F00
aaboabmi-1,Granulosa: supportive pre-granulosa,#E69F00
aaboagdc-1,Granulosa: primordial follicle,#FDB462
aaboeblp-1,Granulosa: primordial follicle,#FDB462
aabogjjl-1,Granulosa: primordial follicle,#FDB462
aabohfjj-1,Granulosa: primordial follicle,#FDB462
aaboinhh-1,Granulosa: primordial follicle,#FDB462
aabplhmm-1,Germ: stalled meiotic,#4DBBD5
aabpmamf-1,Germ: pachytene/diplotene,#00C1A2
aabpocbn-1,Granulosa: signaling,#D55E00
aacaafda-1,Granulosa: epithelial-like,#F28E2B
aacaapdn-1,Mural: pericytes,#E41A1C
aacaehoc-1,Granulosa: signaling,#D55E00
aacajnjb-1,Germ: pachytene/diplotene,#00C1A2
aacakbhp-1,Granulosa: supportive pre-granulosa,#E69F00
aacakbnn-1,Immune: tissue macrophages,#FFD92F
aacbfmna-1,Germ: pachytene/diplotene,#00C1A2
aacbibhi-1,Stroma: medullary,#7B61FF
aacblidd-1,Immune: tissue macrophages,#FFD92F
aacbmmlf-1,Stroma: cortical,#9C27B0
aaccbahe-1,Granulosa: signaling,#D55E00
aaccbdfm-1,Endothelial: angiogenic,#FF4FA3
aaccbmak-1,Granulosa: primordial follicle,#FDB462
aacccoph-1,Granulosa: supportive pre-granulosa,#E69F00
aaccddgc-1,Granulosa: signaling,#D55E00
aaccpkmd-1,Granulosa: signaling,#D55E00
aacddcof-1,Stroma: proliferative progenitors,#8E63CE
aacdhiph-1,Granulosa: primordial follicle,#FDB462
aacdldlo-1,Granulosa: primordial follicle,#FDB462
aacehdfa-1,Granulosa: primordial follicle,#FDB462
aacennjg-1,Granulosa: primordial follicle,#FDB462
aaceoiod-1,Germ: pachytene/diplotene,#00C1A2
aacfboif-1,Granulosa: primordial follicle,#FDB462
aacfcjfd-1,Granulosa: signaling,#D55E00
aacffjdk-1,Stroma: cortical,#9C27B0
aacfmcnm-1,Mural: pericytes,#E41A1C
aacgadld-1,Granulosa: primordial follicle,#FDB462
aacgcaim-1,Granulosa: primordial follicle,#FDB462
aacgdkpd-1,Granulosa: primordial follicle,#FDB462
aacgifec-1,Germ: pachytene/diplotene,#00C1A2
aacglfll-1,Granulosa: primordial follicle,#FDB462
aacgloin-1,Granulosa: primordial follicle,#FDB462
aacgodoh-1,Germ: pachytene/diplotene,#00C1A2
aachccno-1,Stroma: cortical,#9C27B0
aachenil-1,Granulosa: supportive pre-granulosa,#E69F00
aachkbpb-1,Granulosa: signaling,#D55E00
aachmmlf-1,Germ: stalled meiotic,#4DBBD5
aaciamja-1,Stroma: cortical,#9C27B0
aacifkbi-1,Granulosa: signaling,#D55E00
aacigmfg-1,Germ: stalled meiotic,#4DBBD5
aacinkol-1,Endothelial: angiogenic,#FF4FA3
aaciocch-1,Endothelial: angiogenic,#FF4FA3
aaciokmd-1,Granulosa: epithelial-like,#F28E2B
aacipepi-1,Granulosa: proliferative progenitors,#FF7F00
aacjblhb-1,Endothelial: angiogenic,#FF4FA3
aacjdlla-1,Granulosa: signaling,#D55E00
aacjhgmp-1,Endothelial: angiogenic,#FF4FA3
aackdgel-1,Granulosa: supportive pre-granulosa,#E69F00
aackgdeh-1,Granulosa: primordial follicle,#FDB462
aackhaal-1,Germ: pachytene/diplotene,#00C1A2
aackpnpp-1,Germ: stalled meiotic,#4DBBD5
aaclabgl-1,Granulosa: primordial follicle,#FDB462
aaclameo-1,Granulosa: primordial follicle,#FDB462
aaclbmlk-1,Germ: primordial follicle oocytes,#2C7FB8
aaclbpap-1,Granulosa: primordial follicle,#FDB462
aaclkccf-1,Granulosa: primordial follicle,#FDB462
aacllpik-1,Granulosa: primordial follicle,#FDB462
aacmcbed-1,Stroma: cortical,#9C27B0
aacmdfhk-1,Endothelial: angiogenic,#FF4FA3
aacmedei-1,Granulosa: primordial follicle,#FDB462
aacmghoc-1,Granulosa: primordial follicle,#FDB462
aacmhklg-1,Stroma: cortical,#9C27B0
aacmhpnb-1,Ambiguous_subcluster,#999999
aacmpipj-1,Stroma: cortical,#9C27B0
aacnfnnk-1,Endothelial: angiogenic,#FF4FA3
aacnhhhk-1,Granulosa: signaling,#D55E00
aacnicaf-1,Granulosa: supportive pre-granulosa,#E69F00
aacnkdka-1,Granulosa: primordial follicle,#FDB462
aacnmabk-1,Granulosa: signaling,#D55E00
aacnpffe-1,Granulosa: signaling,#D55E00
aacodalh-1,Granulosa: primordial follicle,#FDB462
aacofalj-1,Granulosa: signaling,#D55E00
aacofjhp-1,Granulosa: primordial follicle,#FDB462
aacokagg-1,Granulosa: primordial follicle,#FDB462
aacokjbo-1,Granulosa: primordial follicle,#FDB462
aacpfiig-1,Granulosa: primordial follicle,#FDB462
aacphehi-1,Granulosa: primordial follicle,#FDB462
aacpjcig-1,Granulosa: primordial follicle,#FDB462
aacpnihb-1,Granulosa: primordial follicle,#FDB462
aacpooii-1,Granulosa: primordial follicle,#FDB462
aadabaej-1,Granulosa: primordial follicle,#FDB462
aadacidj-1,Granulosa: primordial follicle,#FDB462
aadaffpf-1,Granulosa: primordial follicle,#FDB462
aadajmca-1,Germ: primordial follicle oocytes,#2C7FB8
aadandbc-1,Mural: contractile VSMC,#B22222
aadbcmai-1,Granulosa: primordial follicle,#FDB462
aadbgifc-1,Granulosa: supportive pre-granulosa,#E69F00
aadblooi-1,Granulosa: primordial follicle,#FDB462
aadbndbf-1,Granulosa: primordial follicle,#FDB462
aadbnogm-1,Granulosa: supportive pre-granulosa,#E69F00
aadbooci-1,Stroma: cortical,#9C27B0
aadcihbf-1,Stroma: cortical,#9C27B0
aadcjcfk-1,Ambiguous_subcluster,#999999
aadcjofp-1,Granulosa: primordial follicle,#FDB462
aadcmmlo-1,Stroma: signaling,#6A3D9A
aadcohld-1,Stroma: cortical,#9C27B0
aaddailo-1,Stroma: cortical,#9C27B0
aaddbahg-1,Stroma: cortical,#9C27B0
aaddcmfk-1,Granulosa: primordial follicle,#FDB462
aaddgodn-1,Granulosa: primordial follicle,#FDB462
aaddjjdp-1,Granulosa: supportive pre-granulosa,#E69F00
aaddkkkb-1,Granulosa: supportive pre-granulosa,#E69F00
aaddofcm-1,Granulosa: primordial follicle,#FDB462
aaddpoje-1,Granulosa: supportive pre-granulosa,#E69F00
aaddpolj-1,Granulosa: primordial follicle,#FDB462
aadejcni-1,Granulosa: primordial follicle,#FDB462
aadejkge-1,Granulosa: supportive pre-granulosa,#E69F00
aadejndj-1,Granulosa: primordial follicle,#FDB462
aadeojda-1,Granulosa: primordial follicle,#FDB462
aadfadaf-1,Granulosa: primordial follicle,#FDB462
aadfcodk-1,Granulosa: primordial follicle,#FDB462
aadfhked-1,Granulosa: primordial follicle,#FDB462
aadfiljd-1,Granulosa: primordial follicle,#FDB462
aadflobc-1,Granulosa: primordial follicle,#FDB462
aadfoghh-1,Granulosa: primordial follicle,#FDB462
aadfoiko-1,Granulosa: primordial follicle,#FDB462
aadggjlj-1,Granulosa: primordial follicle,#FDB462
aadgglch-1,Granulosa: primordial follicle,#FDB462
aadghfnm-1,Granulosa: primordial follicle,#FDB462
aadgnhmf-1,Granulosa: primordial follicle,#FDB462
aadhadim-1,Germ: pachytene/diplotene,#00C1A2
aadhafbg-1,Granulosa: primordial follicle,#FDB462
aadhamgb-1,Granulosa: primordial follicle,#FDB462
aadheaei-1,Granulosa: primordial follicle,#FDB462
aadhfhll-1,Granulosa: primordial follicle,#FDB462
aadhgipp-1,Granulosa: primordial follicle,#FDB462
aadhjenp-1,Granulosa: primordial follicle,#FDB462
aadhlobh-1,Endothelial: angiogenic,#FF4FA3
aadhojdm-1,Granulosa: primordial follicle,#FDB462
aadichik-1,Germ: stalled meiotic,#4DBBD5
aadicpel-1,Germ: stalled meiotic,#4DBBD5
aadiefam-1,Stroma: cortical,#9C27B0
aadigkll-1,Granulosa: primordial follicle,#FDB462
aadijjgh-1,Granulosa: signaling,#D55E00
aadiodfa-1,Granulosa: supportive pre-granulosa,#E69F00
aadipcpd-1,Granulosa: signaling,#D55E00
aadjachc-1,Stroma: cortical,#9C27B0
aadjebap-1,Stroma: cortical,#9C27B0
aadjebeg-1,Mural: contractile VSMC,#B22222
aadjfhmg-1,Stroma: cortical,#9C27B0
aadkajcm-1,Granulosa: proliferative progenitors,#FF7F00
aadkbpdk-1,Granulosa: primordial follicle,#FDB462
aadkcedk-1,Stroma: cortical,#9C27B0
aadkpbck-1,Stroma: cortical,#9C27B0
aadlbpad-1,Ambiguous_subcluster,#999999
aadlfgde-1,Granulosa: supportive pre-granulosa,#E69F00
aadljlnf-1,Stroma: cortical,#9C27B0
aadljmcd-1,Stroma: cortical,#9C27B0
aadlnapk-1,Granulosa: supportive pre-granulosa,#E69F00
aadlnldg-1,Granulosa: supportive pre-granulosa,#E69F00
aadmfkkk-1,Degenerated: atresia-stressed follicle cells,#6B6B6B
aadnahke-1,Granulosa: primordial follicle,#FDB462
aadncehn-1,Granulosa: supportive pre-granulosa,#E69F00
aadndamh-1,Granulosa: supportive pre-granulosa,#E69F00
aadnedgk-1,Granulosa: primordial follicle,#FDB462
aadnhfkp-1,Granulosa: primordial follicle,#FDB462
aadnidbp-1,Granulosa: supportive pre-granulosa,#E69F00
aadnjbhl-1,Granulosa: supportive pre-granulosa,#E69F00
aadnkhho-1,Granulosa: primordial follicle,#FDB462
aadnmacj-1,Granulosa: primordial follicle,#FDB462
aadnmeif-1,Granulosa: signaling,#D55E00
aadoaahp-1,Granulosa: primordial follicle,#FDB462
aadocdig-1,Germ: stalled meiotic,#4DBBD5
aadochfa-1,Granulosa: primordial follicle,#FDB462
aadoebpe-1,Stroma: cortical,#9C27B0
aadohkfl-1,Granulosa: primordial follicle,#FDB462
aadojlbc-1,Granulosa: primordial follicle,#FDB462
aadokdhh-1,Granulosa: primordial follicle,#FDB462
aadpbdol-1,Germ: stalled meiotic,#4DBBD5
aadpcdkm-1,Granulosa: primordial follicle,#FDB462
aadpgpia-1,Granulosa: primordial follicle,#FDB462
aadpiobc-1,Stroma: signaling,#6A3D9A
aadpkfcd-1,Granulosa: supportive pre-granulosa,#E69F00
aaeaemmk-1,Granulosa: primordial follicle,#FDB462
aaeaenoi-1,Germ: primordial follicle oocytes,#2C7FB8
aaeaincj-1,Granulosa: primordial follicle,#FDB462
aaealnpc-1,Granulosa: primordial follicle,#FDB462
aaeapipi-1,Granulosa: primordial follicle,#FDB462
aaeapkmn-1,Granulosa: signaling,#D55E00
aaebdfea-1,Ambiguous_subcluster,#999999
aaebendm-1,Granulosa: supportive pre-granulosa,#E69F00
aaebgblk-1,Granulosa: supportive pre-granulosa,#E69F00
aaebpage-1,Granulosa: supportive pre-granulosa,#E69F00
aaecbhdd-1,Stroma: cortical,#9C27B0
aaeclpdi-1,Stroma: cortical,#9C27B0
aaedamhm-1,Granulosa: primordial follicle,#FDB462
aaedbkhn-1,Stroma: cortical,#9C27B0
aaedhbam-1,Granulosa: primordial follicle,#FDB462
aaedhnmo-1,Granulosa: primordial follicle,#FDB462
aaedjeeo-1,Granulosa: primordial follicle,#FDB462
aaedpfnj-1,Granulosa: primordial follicle,#FDB462
aaedpkpp-1,Stroma: cortical,#9C27B0
aaedpnoa-1,Granulosa: supportive pre-granulosa,#E69F00
aaeeangc-1,Stroma: cortical,#9C27B0
aaeeckjl-1,Granulosa: primordial follicle,#FDB462
aaeehamo-1,Granulosa: primordial follicle,#FDB462
aaeekdom-1,Granulosa: primordial follicle,#FDB462
aaeemppo-1,Granulosa: primordial follicle,#FDB462
aaefafnm-1,Endothelial: angiogenic,#FF4FA3
aaefcimo-1,Granulosa: primordial follicle,#FDB462
aaefdkfb-1,Stroma: proliferative progenitors,#8E63CE
aaeffibd-1,Granulosa: primordial follicle,#FDB462
aaefhmoo-1,Germ: stalled meiotic,#4DBBD5
aaefjhbm-1,Granulosa: signaling,#D55E00
aaefpndc-1,Immune: tissue macrophages,#FFD92F
aaegbamc-1,Granulosa: supportive pre-granulosa,#E69F00
aaeglodj-1,Granulosa: supportive pre-granulosa,#E69F00
aaegmkeb-1,Granulosa: supportive pre-granulosa,#E69F00
aaegmnhf-1,Granulosa: supportive pre-granulosa,#E69F00
aaeheoih-1,Granulosa: primordial follicle,#FDB462
aaehfppk-1,Granulosa: primordial follicle,#FDB462
aaehhdej-1,Granulosa: primordial follicle,#FDB462
aaehiibb-1,Granulosa: primordial follicle,#FDB462
aaehmhdn-1,Stroma: cortical,#9C27B0
aaehmlop-1,Stroma: cortical,#9C27B0
aaehodnl-1,Granulosa: signaling,#D55E00
aaeipijc-1,Ambiguous_subcluster,#999999
aaejdgol-1,Stroma: cortical,#9C27B0
aaejflpj-1,Granulosa: primordial follicle,#FDB462
aaejgkgi-1,Granulosa: primordial follicle,#FDB462
aaejhfbk-1,Granulosa: primordial follicle,#FDB462
aaejiieb-1,Granulosa: primordial follicle,#FDB462
aaejngcc-1,Granulosa: supportive pre-granulosa,#E69F00
aaejpiah-1,Granulosa: primordial follicle,#FDB462
aaekabbf-1,Granulosa: primordial follicle,#FDB462
aaekemlc-1,Granulosa: primordial follicle,#FDB462
aaekepcm-1,Granulosa: primordial follicle,#FDB462
aaekgifk-1,Granulosa: primordial follicle,#FDB462
aaekhnjl-1,Granulosa: primordial follicle,#FDB462
aaekmchg-1,Granulosa: primordial follicle,#FDB462
aaelaall-1,Granulosa: primordial follicle,#FDB462
aaelahni-1,Granulosa: primordial follicle,#FDB462
aaeldmdi-1,Granulosa: primordial follicle,#FDB462
aaeldmll-1,Granulosa: primordial follicle,#FDB462
aaelepng-1,Granulosa: supportive pre-granulosa,#E69F00
aaeljdgn-1,Granulosa: primordial follicle,#FDB462
aaelknnh-1,Granulosa: primordial follicle,#FDB462
aaelmaem-1,Germ: pachytene/diplotene,#00C1A2
aaemeppf-1,Immune: NK T cells,#E6AB02
aaemhmhc-1,Germ: stalled meiotic,#4DBBD5
aaemloah-1,Granulosa: supportive pre-granulosa,#E69F00
aaenaccm-1,Degenerated: atresia-stressed follicle cells,#6B6B6B
aaengoji-1,Germ: stalled meiotic,#4DBBD5
aaenifjc-1,Endothelial: angiogenic,#FF4FA3
aaenlabe-1,Germ: pachytene/diplotene,#00C1A2
aaennmfm-1,Granulosa: supportive pre-granulosa,#E69F00
aaenpiep-1,Granulosa: signaling,#D55E00
aaeoadld-1,Ambiguous_subcluster,#999999
aaeodikn-1,Granulosa: supportive pre-granulosa,#E69F00
aaeogbib-1,Endothelial: angiogenic,#FF4FA3
aaeogimd-1,Immune: tissue macrophages,#FFD92F
aaeolkeh-1,Granulosa: signaling,#D55E00
aaeomgif-1,Granulosa: signaling,#D55E00
aaepkmdj-1,Granulosa: primordial follicle,#FDB462
aaepnhcb-1,Granulosa: supportive pre-granulosa,#E69F00
aafaikdh-1,Granulosa: signaling,#D55E00
aafakgkl-1,Granulosa: primordial follicle,#FDB462
aafaobgk-1,Granulosa: signaling,#D55E00
aafbagmn-1,Granulosa: signaling,#D55E00
aafbbaej-1,Stroma: cortical,#9C27B0
aafbgbja-1,Granulosa: supportive pre-granulosa,#E69F00
aafbjeff-1,Mural: contractile VSMC,#B22222
aafbmpfl-1,Endothelial: angiogenic,#FF4FA3
aafbobpb-1,Stroma: cortical,#9C27B0
aafcafdn-1,Granulosa: primordial follicle,#FDB462
aafcellj-1,Stroma: cortical,#9C27B0
aafcghlp-1,Stroma: cortical,#9C27B0
aafcgjnk-1,Granulosa: primordial follicle,#FDB462
aafcigob-1,Granulosa: primordial follicle,#FDB462
aafcjhod-1,Granulosa: supportive pre-granulosa,#E69F00
aafcjnmo-1,Granulosa: primordial follicle,#FDB462
aafckgei-1,Granulosa: primordial follicle,#FDB462
aafcogdk-1,Granulosa: primordial follicle,#FDB462
aafcphbd-1,Granulosa: primordial follicle,#FDB462
aafdcbcc-1,Granulosa: primordial follicle,#FDB462
aafdgegj-1,Granulosa: primordial follicle,#FDB462
aafdghio-1,Stroma: cortical,#9C27B0
aafdmdjj-1,Granulosa: primordial follicle,#FDB462
aafdmlbp-1,Granulosa: primordial follicle,#FDB462
aafeaekm-1,Granulosa: primordial follicle,#FDB462
aafekbib-1,Stroma: cortical,#9C27B0
aafeohbm-1,Granulosa: primordial follicle,#FDB462
aafeolim-1,Granulosa: primordial follicle,#FDB462
aaffaghd-1,Stroma: cortical,#9C27B0
aafffhjk-1,Stroma: cortical,#9C27B0
aaffhjae-1,Granulosa: primordial follicle,#FDB462
aaffkejf-1,Stroma: cortical,#9C27B0
aaffmaod-1,Granulosa: primordial follicle,#FDB462
aaffooen-1,Granulosa: primordial follicle,#FDB462
aafgbegm-1,Stroma: medullary,#7B61FF
aafgcnap-1,Granulosa: primordial follicle,#FDB462
aafgjhcb-1,Stroma: cortical,#9C27B0
aafgkpef-1,Endothelial: angiogenic,#FF4FA3
aafgldfj-1,Granulosa: primordial follicle,#FDB462
aafglnhg-1,Germ: pachytene/diplotene,#00C1A2
aafhefhe-1,Granulosa: primordial follicle,#FDB462
aafhgajf-1,Granulosa: primordial follicle,#FDB462
aafhlmod-1,Granulosa: supportive pre-granulosa,#E69F00
aafhohgk-1,Ambiguous_subcluster,#999999
aafibhni-1,Granulosa: supportive pre-granulosa,#E69F00
aafibkpf-1,Granulosa: signaling,#D55E00
aaficicd-1,Stroma: cortical,#9C27B0
aafifkbb-1,Stroma: cortical,#9C27B0
aafifphd-1,Granulosa: supportive pre-granulosa,#E69F00
aafioohg-1,Endothelial: angiogenic,#FF4FA3
aafipgcp-1,Ambiguous_subcluster,#999999
aafjdknl-1,Granulosa: signaling,#D55E00
aafjdmmb-1,Granulosa: signaling,#D55E00
aafjejgc-1,Granulosa: epithelial-like,#F28E2B
aafjfhcm-1,Degenerated: atresia-stressed follicle cells,#6B6B6B
aafjmlil-1,Stroma: cortical,#9C27B0
aafjnchi-1,Stroma: cortical,#9C27B0
aafjpnfg-1,Germ: leptotene/zygotene,#00A087
aafkaeid-1,Granulosa: supportive pre-granulosa,#E69F00
aafkljbg-1,Ambiguous_subcluster,#999999
aafkmjll-1,Granulosa: signaling,#D55E00
aaflcejj-1,Degenerated: atresia-stressed follicle cells,#6B6B6B
aaflhjep-1,Degenerated: clearance-associated follicle cells,#B0B0B0
aafljjeh-1,Granulosa: signaling,#D55E00
aafmccph-1,Granulosa: signaling,#D55E00
aafmednd-1,Endothelial: angiogenic,#FF4FA3
aafmiipi-1,Germ: pachytene/diplotene,#00C1A2
aafmioil-1,Germ: primordial follicle oocytes,#2C7FB8
aafmjjad-1,Stroma: cortical,#9C27B0
aafmknmj-1,Granulosa: supportive pre-granulosa,#E69F00
aafnfipe-1,Mural: pericytes,#E41A1C
aafnmgmo-1,Stroma: cortical,#9C27B0
aafnpnje-1,Granulosa: signaling,#D55E00
